MANCODIGO,SITP_Count
009226039,32
009211042,37
009212023,31
009118025,27
009216030,83
009206033,53
009211009,49
009121002,28
009234055,28
009107025,30
009109010,35
009209096,62
009217063,34
009231082,25
009109001,33
009109002,31
009109003,31
009109007,34
009227010,39
009254057,57
009208044,49
009107046,32
009204028,40
009257059,22
009241036,37
009241037,39
009224014,48
005402016,29
009256085,30
009128007,53
009113023,22
009249074,29
009228052,39
009120037,18
009210087,31
009236088,31
009109059,39
009109060,34
009109061,34
009212075,31
009215024,32
009108043,43
009267096,49
009267095,53
009222014,32
009222036,32
009233022,50
009112017,29
009218029,46
009104015,39
009123010,44
008543036,39
006514031,41
009130090,28
009121012,119
009231025,28
009207092,42
005401032,26
001119006,17
003110028,49
002515001,58
009262077,57
009206029,52
009214053,26
009121008,21
009129001,27
009129067,30
009129010,35
009129011,35
009126055,43
009107078,38
009250086,16
009129008,33
009129057,23
009124011,55
009124013,51
009124025,48
009206040,56
009233064,39
005401010,30
005401059,33
005401064,33
005402015,31
005402032,37
009117026,40
009216032,78
009245035,44
009250081,29
009232084,68
009108073,36
009221017,49
009117098,41
009136005,17
009225003,84
009225004,84
009206084,58
009206086,57
009206088,62
009120002,21
009117037,27
009117039,25
009131002,42
009207051,36
009117021,35
009224046,37
005401057,29
009112004,23
009249009,22
009229012,69
009216068,76
009212072,30
009101026,47
009233072,37
009266069,51
009241003,46
009262082,64
009111012,23
009236029,23
009210067,38
009254026,42
009221054,39
005403055,59
009210050,31
009225028,87
009203055,30
009203056,32
009111040,23
009111057,23
009111058,27
009251078,75
009251082,89
009257071,29
009123044,39
009129031,24
009218038,41
009216018,75
009104029,38
009104030,41
009221044,37
009256059,29
009257031,47
009244001,26
009250042,33
009220003,59
009256051,25
009202073,55
005401040,27
009227020,40
009227084,50
009230007,64
005402023,33
009236028,22
009208030,47
009107013,38
009111009,29
009128004,38
009221043,45
009135018,37
009114042,30
009136006,12
009218013,41
009117029,32
009254082,59
009252034,50
009118004,28
009112019,26
009129060,16
002570038,38
009129044,19
009113039,7
009113050,29
009214013,40
009231027,24
009259005,43
009231004,22
009252024,71
009130005,28
009229067,71
009229081,72
009229082,77
009230003,58
009230052,45
009101013,43
009123009,38
009229035,62
009229037,63
009227016,49
009213042,34
009229022,56
009213003,37
009104004,33
009221046,37
009206047,63
009203076,59
009228085,49
009228090,49
009212069,31
009113029,8
009108005,40
009108007,39
005402003,28
009245034,43
009257069,19
009102074,42
009118031,27
009102016,43
009221004,50
009245047,48
009101008,42
009263099,29
009216019,77
009221049,40
009220045,59
009207089,34
009259015,54
009259017,57
009259081,65
009135001,49
009224062,56
009223037,46
005401056,25
009211034,35
009245022,32
005403067,47
009224013,45
009224018,46
009135006,67
009126046,39
005401017,30
009223088,44
009131018,56
009105057,43
009257072,30
009216048,61
009216049,68
009249017,36
009259027,69
009108088,34
009253068,67
009265004,23
009217061,25
009224025,30
009107068,40
009242022,23
009259019,58
009259023,61
009120025,21
009259031,65
009259079,83
009259049,83
009234068,27
005402022,37
009220016,56
009105032,31
009202058,56
009225031,85
009225033,82
009225035,82
009203057,31
009203058,31
009206053,59
009206055,62
009211010,32
009117069,41
009118028,26
009118033,26
009118038,26
009227057,54
009227063,48
009223016,57
009233071,39
009252009,59
009245041,49
009236074,22
009220034,57
009228042,36
009228045,36
009102021,48
009102034,41
009224047,39
009227082,51
009210037,32
009210041,30
009210042,29
009210043,30
009210044,30
009210045,29
009210046,29
005403066,42
009222045,29
009229059,57
009214042,18
009214007,16
009214008,26
009206089,45
009112051,28
009212029,29
009133017,17
009252014,62
005401026,28
009205042,55
009257033,46
009223032,57
009135002,44
009257075,28
009107047,33
009129068,32
009101009,41
009254015,40
009228053,38
009101025,43
009101027,41
009225006,85
009254024,43
005402068,39
009251052,74
009127011,57
009127018,53
009109050,29
009207020,40
009254043,39
009135036,37
009215043,32
009217045,17
009130002,29
009130004,32
009251061,73
005401014,27
009133001,24
009135017,33
009108006,32
009117005,40
009210035,30
009129052,31
005403044,45
009111047,33
009129022,24
009230042,34
009119010,39
009254028,34
009201039,26
009118006,25
009207039,39
009259010,50
009104050,33
009230037,40
009232019,82
005402013,29
009202074,55
009227037,33
009227031,32
009227029,33
009118030,28
009135012,33
009129041,29
009129042,31
009211017,31
009129036,51
009117023,40
009109006,34
009254012,34
009207019,37
009224026,28
009126048,42
009228066,31
009233018,52
009250087,35
009211041,35
009244008,30
009244010,30
009130052,30
009259028,64
009240083,48
009104008,31
009254073,36
009250047,42
009250050,37
009211043,25
009206062,55
009105047,32
009225046,85
009133002,16
009102036,52
009206003,58
009223007,62
009217006,34
009116060,34
009216023,77
009116017,48
009108031,41
009216024,77
009216025,77
009253018,48
009255060,32
009267023,70
009131007,47
009236079,23
009259006,45
009207043,32
005403041,48
009129016,30
009255059,32
009127005,51
009208061,56
005401039,28
009219011,41
009105008,24
009229040,66
009125020,54
009254009,42
009127012,61
009213020,37
009267067,49
005401045,27
009106018,31
009102004,43
009234058,31
009259041,71
009230073,33
009259046,78
009266065,55
005401074,34
009258004,19
009207077,36
009202011,54
009202014,56
009230094,37
009103025,58
009113018,20
009228081,52
009107005,37
009257027,52
009207013,38
009240074,52
005402027,36
009111046,24
009257009,31
009118053,32
009118054,38
009257005,48
009245020,35
009245018,35
009245019,35
009118018,25
009251050,67
009101007,42
009228030,47
009127013,61
009113033,10
009207087,33
009229068,72
009210068,29
009117070,36
009117071,41
009117073,36
009227068,45
009227083,50
009227085,45
009227086,44
009227087,44
009228026,46
009225007,82
009136010,7
009230077,34
009230078,51
009234046,19
009255019,31
009231009,27
009208026,50
009266085,45
009208015,47
009212093,30
009116008,44
009116057,34
009116056,32
009131011,45
009129050,31
009252008,48
009263093,23
009232025,85
009250058,39
009107051,41
009259032,68
009259034,70
009259085,40
009232074,79
009128001,30
008220074,46
008220081,47
008220082,32
009221033,46
009262097,58
009107065,38
009142001,1
009202022,56
009102070,47
009105014,27
009266066,49
009219001,41
009223070,44
009117042,28
009228073,78
009102013,61
009210095,32
009233017,54
009108089,42
009210056,29
009102069,47
009102081,36
009107071,37
009107074,40
009107077,37
009136014,11
009207028,41
009249005,34
005403021,49
009120051,21
009113032,11
009267019,61
009216042,55
009244026,31
009212005,29
009209066,63
009117062,24
009207006,35
009207032,35
009242003,27
009220043,60
009242048,39
009224008,38
009115018,44
009112062,21
009251071,75
009251081,64
009210002,37
005401041,30
009216069,76
009259039,72
009209029,57
009210049,32
009210052,36
009210053,33
009210057,29
009210061,31
009126024,31
009126025,36
009126031,38
009206039,57
207111002,6
001315031,51
009129061,14
009259087,43
009225047,80
009225057,84
009229060,59
009212004,31
009107019,37
009125018,51
009136007,12
009254097,40
009253007,46
009208001,51
009114032,55
009255079,35
009201078,31
009245042,43
005401034,29
009227006,44
009205036,58
009228074,65
009205076,69
009223028,57
009205066,54
009229003,65
009120023,21
009250021,29
009210072,30
009120036,21
009226085,15
009224048,43
009224049,42
009224076,37
009224078,35
009225002,81
009111011,22
009123018,39
009129086,31
009254005,38
009206052,60
009263006,47
009263024,36
009250041,33
009259048,77
009123035,37
009222001,29
009225021,83
009263076,17
009254017,41
009208037,48
009105029,34
009234039,19
009251067,82
009126057,38
009203078,67
009221037,42
009206026,50
009257060,24
009231028,24
009111025,24
009130072,33
009217012,42
009213016,42
009108091,37
009118003,29
009105050,34
009106067,35
009212008,28
009207017,38
009220022,55
009220027,56
009220037,58
009111024,23
009111013,24
009111017,24
009126059,40
009123013,36
009101010,47
009101006,43
009259042,73
009118013,33
009211018,31
009105024,35
009211007,34
009203077,67
009119062,42
009208059,54
009121006,22
009207068,34
009120040,21
009126016,38
009131006,48
009131009,45
009131010,44
009131014,42
009213062,39
009120044,17
009118042,24
009118040,23
009207076,40
009252004,58
009125003,48
009125016,53
009116016,39
009119002,32
009234040,22
009240095,50
009257087,27
009229049,64
009266098,44
009122011,44
009108024,40
005401016,28
009117055,36
009257019,51
009244013,31
009214020,16
009206046,60
009206023,49
009242042,28
009242051,34
009242017,24
009101030,52
009216041,56
009216043,55
009245006,37
009111014,27
005403072,53
005403073,53
009105004,26
009266045,52
009230099,58
009109028,24
009216053,65
009105002,32
009225058,84
009220009,53
009259080,43
009259082,65
009112005,23
009250046,38
009234089,74
009259022,60
009227039,32
009207055,35
009266080,52
009118027,26
009207052,34
009109049,25
009133007,22
009114013,42
009103007,57
009207004,35
009207001,32
009120021,18
009120035,17
009228063,29
009106028,32
009136059,4
009136060,2
009136061,1
009136058,3
009136012,14
009231055,25
009243004,29
009123021,37
009266047,55
009131004,49
009233076,31
009241002,34
009263009,42
009263003,44
009262093,72
009217040,39
009126040,38
009133010,8
009133003,11
009133018,8
009208068,55
009257074,21
009127017,59
009251057,71
009259078,78
009259076,78
009220031,56
005401002,27
009224005,39
009129048,42
009117044,25
009117048,32
009135010,46
009125015,50
009125014,48
009262070,57
009119061,41
009202004,55
009202005,57
009102051,51
009111053,23
009111054,23
009106086,29
009229019,68
009129087,33
009212024,28
009216064,77
009109051,29
009109052,30
009109064,32
009245023,32
009114016,45
009225010,79
009209078,65
009256029,28
009111055,24
009211021,31
009211025,35
009118059,21
009211027,34
009135039,54
009208008,42
009208020,46
005403048,50
009218026,38
009205065,64
009205041,56
005403045,56
009120099,18
005403047,56
009135006,67
009136033,6
009210028,30
009210031,32
009201042,34
009220005,59
009221026,48
009202026,54
009249063,15
009244019,29
009244016,28
009230048,36
009240096,52
009263001,29
009263061,31
009266094,56
009240090,46
009240092,45
009228072,77
009211082,34
009212071,30
009203018,53
009203015,52
009131024,48
009129014,32
009101015,49
009203016,52
009251070,74
009210047,29
009210060,33
009109016,33
009206093,52
009207010,35
009218031,43
009234050,23
009101031,42
009101034,41
009244005,31
009228080,47
009107018,32
009105012,25
009214039,36
009216062,72
009255072,35
009254076,38
005402059,36
009118023,24
009231011,27
009112090,29
009250056,21
009106050,34
009205013,60
009205045,59
009205044,58
009114044,52
009202025,54
009236098,37
009252020,42
009242050,35
009117016,40
009118060,23
009118064,32
009118065,33
009126023,36
009119059,43
009125002,39
009117054,35
009229030,61
009201050,34
009220007,59
009257016,34
009216040,53
009255078,34
009107041,30
009106082,34
009232009,78
009259025,61
009256041,32
009253033,46
005401001,40
009262099,99
005401020,26
009213021,37
009102083,48
009259007,46
005401031,29
009101021,41
009101022,53
009232073,94
009225032,82
009217030,42
009113028,11
009224031,28
009206032,52
009216071,65
009106078,40
009216080,58
009216060,67
009223044,52
009223046,54
009236018,24
009220020,74
009220023,57
009128009,48
009106044,36
009250062,19
009132005,19
009216033,78
009216035,79
009216036,76
009114017,49
009213045,35
009108052,40
009109018,29
009212025,30
009209077,62
009267026,55
009114043,40
009216044,58
005403049,58
009126010,46
009213049,34
009129099,34
009126009,44
009131005,44
009256080,33
009259077,76
009224079,32
009201069,27
009201098,27
009249006,19
009233036,54
009255032,32
009209011,58
005403090,49
009253057,63
009228057,34
009228061,31
009256070,28
009120024,22
009118005,25
009117058,24
009220052,55
009225019,87
009225016,80
009206030,52
009206037,54
009266081,51
009203051,40
009203048,41
009203049,39
009203050,39
009203052,37
009122030,39
009254054,44
009254056,44
009254085,60
009244024,30
009207014,36
009207015,37
009223064,41
005402018,29
009216028,82
009234057,29
009111037,27
009111038,28
009117078,34
009220024,53
009223034,42
009216045,58
009224041,38
009224042,37
009253064,68
009207007,35
009207008,36
009117008,41
009205067,55
009205054,54
009216055,65
009208098,50
009208099,48
009135065,55
009210051,33
009210048,31
009208057,53
009126019,43
009208062,58
009208063,62
009208064,60
009208065,60
005401053,31
009219005,39
009266097,58
009250071,22
009236021,24
009117074,43
009244032,32
009245026,31
009248002,56
009123026,39
009106042,30
009255046,38
009117025,35
009257004,69
009108080,29
005402005,31
009225008,78
009107004,30
009136016,10
009118067,36
009244077,32
009257055,19
005403032,45
009117086,28
009255087,39
009112047,22
009205028,64
009111005,22
009262090,65
009108065,41
009128023,51
009254072,37
009207072,34
009135064,38
009206059,63
009229007,63
009229009,70
009105020,34
009209070,51
009232013,82
009116005,36
009110020,47
009229034,65
009203046,41
009130021,31
009108045,42
009230034,49
009226090,29
009117079,36
009263025,44
009202003,57
009235001,48
009266003,43
009107043,35
009136023,1
009108048,40
009234099,26
009109017,30
009115060,38
009216081,57
009230014,53
009245017,37
009224019,22
009213047,35
009254035,44
009227054,46
009225018,84
009213051,42
009203053,30
009203054,29
009225022,86
009225024,83
009225025,82
009225027,82
005402034,31
009129095,36
009102073,46
009125017,51
009230039,38
009118008,21
009230043,36
009257083,42
009101018,44
009216031,79
009213018,39
002530095,76
009105003,25
009255070,37
009112018,34
009265007,22
009110019,38
009114020,47
009229004,64
009129056,32
009255065,37
002530062,54
009128015,37
005307025,57
007308009,53
007401032,42
007304008,79
005305018,28
005307026,53
005308038,47
005308040,43
005103018,32
005103024,34
002559091,63
002582014,33
002539050,71
002582049,30
009212011,28
004405060,64
002517077,71
005308059,35
007406028,41
007307008,65
009206066,52
009236081,22
009226015,23
009136036,1
009207025,39
002564053,53
009221030,48
009256097,36
009256099,37
009210079,38
009229063,58
009224034,33
009252075,47
009130020,32
002564008,62
009105041,29
009257011,48
009109065,31
009255045,36
009257018,34
009213012,35
009117017,38
009121001,30
009224023,25
009232072,85
009120042,18
009253054,60
009111036,29
009120009,21
009242054,28
009123038,32
009136034,1
009201024,33
009201087,26
009235087,45
009235030,41
009223087,52
009120030,19
009267024,61
009214034,13
009202035,48
009201072,25
009250032,24
009222002,28
005307051,54
005203010,43
005304053,50
005201015,19
008533011,59
002103052,47
001405041,52
007303031,78
005206001,35
005206043,30
005206044,30
005205020,47
007309010,43
007311033,64
005305011,26
005665063,56
009263074,18
009227055,46
005401043,26
009126003,47
009263080,26
009263059,30
009256067,29
009228077,80
009255014,28
009253022,51
009263063,24
009201003,28
009209036,57
009254093,51
009116024,41
009104028,40
009234081,49
009217042,28
009118012,26
009125010,47
009234044,26
002534064,42
009129035,23
009105015,30
009217019,48
009107036,34
009101014,42
009206027,49
009266079,51
009222031,29
009117060,34
009232080,75
009232086,75
009232092,144
009108056,36
009116001,43
009116098,43
009131001,39
009227026,37
009256088,33
009254083,60
009118052,36
009208049,58
009115005,40
009218020,41
007310032,48
005202041,42
005203005,41
005308043,34
007406001,21
005304036,35
007402027,60
007401075,53
005202038,41
005307079,55
005201055,28
005201017,20
007307010,62
007401069,32
007301018,53
009216054,65
009255075,33
009259014,57
009107099,31
009266095,56
009266096,45
005403050,54
009107067,40
009205010,57
009130061,34
009113014,34
009117003,42
009214012,29
009205016,58
009205031,61
009205060,60
009210084,29
009109038,51
009253052,64
009233014,52
009135004,54
009209017,56
009201046,34
009218021,40
009218024,36
009218025,38
009246001,13
009226012,24
009255085,37
009254089,34
009208041,47
009129029,25
009105010,27
009240076,51
009254001,44
009115008,44
009217035,33
009117013,38
009253017,49
009116030,37
009224009,40
009228025,49
002426029,18
002583037,44
208130001,8
208130002,8
208130003,8
009266060,51
005306018,44
005103019,28
005308010,45
005104011,29
007308003,52
007310031,53
005204002,36
005103007,40
005305002,23
007404002,47
005307080,56
005204008,40
007401015,32
005103023,33
007402024,55
005104006,42
009136038,1
009223019,60
009206024,52
009253014,40
009136029,1
009259038,73
009130001,30
009203064,67
009254003,37
009113037,7
009206005,59
009117084,26
009257086,28
009259086,47
009132001,23
009236082,22
009216009,71
009208007,43
009123045,32
009213044,35
009223075,61
009235031,42
009257038,35
009203045,36
009113024,20
009202024,60
009227019,45
009103021,62
009256032,30
009103004,59
009217047,52
009205035,55
009205040,56
009221001,54
009205074,71
009230033,50
009118068,35
005102058,43
005202031,36
005101009,58
005101026,71
005101019,65
005308002,39
005308012,34
007306007,66
005204019,57
005102022,39
005202010,38
005205050,46
005204034,67
005308047,46
007304001,80
005203049,40
007307005,64
005103025,27
009201002,25
009209002,54
009112038,20
009112022,36
009256055,27
009235037,40
009235034,39
009256054,27
009205020,59
009266086,49
009266099,47
009108061,45
009233081,33
009209032,60
009122027,42
005403039,48
009232064,83
009267022,66
009229053,90
009136055,14
009101017,44
009224012,51
009235036,41
009235039,41
009235038,41
009130031,25
009217033,37
009114014,43
009225013,81
009117018,36
009233085,29
009202031,53
009209007,59
009234060,25
009233020,48
009254010,37
009232091,152
009254048,37
009115009,45
009116015,42
009206031,52
009115007,39
009135052,34
009228069,29
005201049,27
005203035,40
007310033,51
007302003,54
005207010,60
005207011,71
005304037,38
005305020,24
005308048,49
005201059,47
005203023,35
005204022,52
007406014,36
009217003,28
009255012,26
009117009,41
009205014,61
009205026,58
009136017,4
009218007,38
009227067,38
009223043,51
009227009,38
009227011,45
009109048,25
009106047,29
009255013,28
009110018,44
009136042,12
009257065,31
009257073,21
009121030,46
009230051,50
009107070,39
009122013,42
009225015,79
009251076,73
005403018,47
005403011,45
009204005,39
009230050,49
009112029,29
009242029,33
009120015,21
009120008,21
009119001,49
009259008,48
009201026,38
009123029,38
009201043,37
009201045,35
009210071,36
009108074,39
009126038,32
009255052,35
009105046,32
009225023,85
009102087,53
009128055,43
009205037,53
009114005,54
009128025,30
009109019,36
009210066,45
009205056,52
009205012,59
009205061,61
009136032,6
009209075,60
009136011,6
009231041,21
009233001,47
009225037,81
009123022,40
009129013,34
009212002,32
001114002,67
009256057,27
009256058,27
009122009,41
009257029,53
009227002,46
009257098,51
009221032,47
009104051,58
009252091,58
009221039,37
009221040,37
009102009,52
009241012,37
009120043,18
009252051,51
009217004,32
009249090,8
009252076,49
009250012,23
009250063,39
009113043,2
009225026,82
009243008,28
009202001,45
009205038,55
009131012,41
009110038,47
009128028,30
009253046,62
009262091,66
009201033,37
009205017,59
009209047,58
009107021,34
004310024,71
004310017,75
009205030,62
009205032,62
009205008,58
009205022,57
005401013,31
005402020,29
009207062,37
009205058,61
009205073,62
009219008,45
009232015,78
009232031,83
009232016,79
204129024,29
002578036,35
009257013,44
009253063,71
009128019,40
009123019,39
009229069,75
009202029,56
009257097,31
009220011,56
009210032,31
009210059,35
009231008,28
009129045,20
009252048,44
009250008,14
009225041,85
009225039,85
009206082,53
009128011,47
009114012,45
009129089,21
009255030,28
009254064,39
009120012,20
009267020,62
009208029,52
009255008,28
009108083,41
009203002,52
009128012,44
009234037,18
009106007,43
009217016,48
009227003,46
009227007,41
009227021,39
009225045,81
009122012,44
009241039,33
009208004,50
009126018,42
009203083,53
009227030,32
009122024,39
009229065,68
009128027,26
009122020,39
009122026,40
009122019,40
009107055,42
009257006,58
009222004,22
009222040,27
009230001,60
009201027,42
009205062,61
009206004,58
009205023,58
009227081,34
009227035,31
009227036,33
009207066,36
009206042,56
009206090,57
009205006,56
009205018,58
009256072,29
009255083,38
009255039,31
009255040,33
009228075,65
005401019,29
009230091,35
009104007,35
009236066,22
009114021,48
009257008,26
009108097,35
009136024,1
009126041,42
009206025,50
009221047,37
009221048,38
009221053,39
009221055,41
009108066,46
009102038,61
009105026,35
009266092,48
009255009,26
009217010,40
009254045,37
009108084,39
009221013,51
005402037,37
009127003,54
009127002,51
009113040,6
009113026,16
009228078,75
009122003,35
009118062,35
009236020,32
009107097,35
009211056,32
009210027,36
009227042,35
009227041,34
009227056,50
009230036,39
009110040,55
009128005,45
009128018,52
009259047,77
009130092,26
009236085,24
009205064,60
009250026,27
009236068,24
009205059,61
009236069,24
009236070,22
009236067,23
009205004,56
009205011,58
009233030,55
009102011,39
009256024,29
009221015,51
009213043,34
009130097,22
009135038,49
009112009,29
009119005,39
009102089,50
009104023,37
009250031,28
009250037,28
009108047,40
009250016,10
009250074,29
009250065,23
009252064,60
009250036,23
009250001,11
009103009,104
009250002,12
009250004,13
009118007,27
009257044,27
005401044,31
009122018,42
009259043,72
009208046,49
009110039,57
009234067,31
009244021,30
208130004,8
003101002,71
009107001,30
009224039,35
009233005,48
009229010,68
009234041,24
009251072,77
009251073,81
009251077,78
009253059,65
009220061,70
009253023,54
009129018,25
005401036,30
009208024,49
009136025,1
009222037,28
009202082,55
009117032,31
009201023,40
009263090,22
009115056,26
009126037,31
009206013,54
009103011,47
009126029,37
009234038,18
005401038,34
009268001,35
009108085,42
009266049,49
009105073,40
009217001,26
009233077,32
009104009,30
009217002,27
009201030,37
009206028,51
009257047,19
009222052,25
009210026,36
009133021,14
009256078,29
009135034,47
009208012,47
009250043,34
009216027,80
009129043,24
009217005,34
009211032,33
009233007,47
004630033,40
002442010,27
004645094,9
004634078,31
004634002,35
004634084,23
009249062,17
009102033,45
009250084,35
009232014,80
009206044,55
009117046,29
009263058,28
009108060,46
009215022,37
009222022,28
009222062,23
009222017,28
009254068,42
009121013,52
009225014,79
009205021,58
009205029,62
207111001,6
009136002,11
009230065,53
009256084,30
004310021,70
009107024,34
009107089,31
009205027,59
009224033,31
009130003,29
009256037,30
009250094,39
009219009,42
009255047,36
009132002,21
009256069,29
009206057,62
009221023,43
009250027,24
009121014,31
009252022,44
005403038,54
005403004,48
009113020,14
009208097,49
009255017,27
009206051,62
009212010,29
009104006,47
009253025,56
009242007,27
009211045,27
009243014,24
009104025,37
009111060,29
009112042,21
009219007,44
009245048,47
009254050,39
009205043,54
009205068,56
009205069,57
009216021,75
009209071,53
009216051,65
009259044,72
009102018,51
009139001,1
009106058,26
009214003,40
009222050,29
009222051,25
009115090,46
009216099,59
009205015,58
009123012,43
009258001,21
009205001,54
009205005,58
009205039,54
009205077,60
009233015,52
009209015,54
009105049,31
009233074,33
009117020,35
009225030,85
009220013,58
009258006,22
009251074,83
009251075,76
009209003,58
009112020,31
009253032,46
009228055,38
009222015,28
009112082,32
009209008,59
009217037,37
009213050,36
009227023,42
009227015,50
009216002,66
009216003,67
009227017,50
009216007,65
009216008,67
009224027,30
009104021,50
009104010,32
009256022,28
009108027,40
009108008,34
009106046,27
009257034,43
009209012,57
009254066,36
009231043,22
009128017,38
005403059,53
009221058,44
009114022,47
009201031,35
009201032,35
009201034,33
009201084,25
009220018,56
009244017,28
004631095,61
009253006,45
009208069,52
009206061,64
005402033,31
009241013,36
009209068,64
009220039,56
005403031,44
009254077,33
009263064,31
009256040,32
009136054,6
009102002,55
009231062,30
009229066,66
009253009,47
009216010,72
009216012,73
009216013,72
009227018,46
009220014,56
009106003,37
002534067,40
002534074,42
009217043,40
009223068,39
009208048,47
009229013,70
009217011,52
009230093,38
005504027,67
009230010,49
009133016,8
009133015,8
009226058,34
009267040,66
009202009,51
009206071,58
009208032,49
009133014,8
009133011,10
009133020,10
009130076,27
009253003,42
009208094,60
009230002,58
009212067,31
009102072,41
009207081,41
005401048,27
009229017,71
009257052,17
009219013,41
009117001,44
009205003,54
009205024,58
009205025,57
009254065,42
009255036,33
009118069,34
009122023,41
009105011,28
009256031,30
009256003,23
009263071,26
009253039,60
009228027,43
005401024,28
009226002,31
009263088,27
009263081,24
009263062,29
009217028,42
009206068,53
009230032,60
009257025,33
009254084,60
009207041,36
009209097,62
009129090,34
009104017,40
009232075,72
009232018,80
009232085,79
009218019,43
009229058,58
009208014,48
009242076,33
009228089,65
009257066,23
009112025,18
009225005,82
005401058,26
009217022,50
009126047,31
009244078,31
009252012,55
005403005,45
005403012,50
009207037,45
009255033,33
009112050,18
009122001,30
009122033,30
009233086,28
009102027,48
005401025,28
009126050,26
009107002,28
009106041,26
009215026,30
009108068,44
009109011,32
009252018,69
009108082,30
009118046,32
009117014,40
007406006,33
005305010,26
007305008,71
007302004,55
007401003,34
007401055,29
005305017,26
005305019,30
009205007,58
009210069,28
009126042,41
009205055,52
009205002,55
009210039,32
009236084,22
009236087,28
009236083,23
009220030,56
009214023,23
009201011,34
009202077,48
009203073,59
009256026,28
009116051,38
009122022,42
009204063,57
009202041,46
009242044,28
009113021,9
009130062,36
009233028,52
009254071,42
009257090,21
009254031,42
009106052,28
009255086,39
009233088,30
009256043,33
009132006,19
009105077,28
009105005,29
009250044,19
009252001,56
009252039,44
009252047,46
009252067,56
009112024,25
009250078,31
009206048,61
009250020,21
009250024,31
009250052,31
009130095,28
009242030,38
009256091,34
009108050,41
009122021,43
009117004,41
009115034,44
009203084,45
009109012,33
009209074,57
009213013,35
009204026,39
009204013,42
009204004,41
009213004,38
009245001,43
009123034,38
009112036,32
009117038,27
009117035,22
009207064,36
009120050,24
009233070,44
005401027,27
005401046,27
009223063,40
009204085,37
009204002,49
009201041,29
009225034,81
009266093,54
009130099,28
009263027,36
009266062,51
009251051,73
009131013,55
009203087,61
009231030,29
009105006,34
009207011,35
009225038,82
009118061,28
009230095,36
009105028,38
009105036,31
009265005,19
009228038,42
009228039,40
009251055,69
009211008,48
009228041,38
001204064,53
009213046,35
009126014,37
009259030,65
203106004,1
009207038,48
001412080,45
009220012,55
009225012,84
009106087,31
009131003,57
009206011,54
009206069,55
009108094,35
009203066,66
009237047,46
009136028,1
009136041,1
009136031,1
008315040,63
005405048,34
009252010,59
009252017,60
009135045,44
009268003,33
009231037,12
009111051,23
009127009,56
009251053,77
009251054,77
009251058,74
009251059,70
009135054,33
009119003,37
009119064,43
009132003,21
009250040,19
009228043,35
009228044,36
009228051,39
009228056,39
009228058,34
009236022,24
009109015,37
009104018,39
009254041,44
009218022,40
009221051,41
009108071,38
009234043,26
009133006,23
009221025,49
009217036,31
005401022,33
009257064,23
009207088,33
005403010,54
005403017,43
009118026,39
009208027,50
009127019,58
009204075,36
009232020,84
009229015,74
009256092,35
009202036,60
009110002,42
009205009,57
009130083,32
009205078,60
009133050,4
009259002,43
009111062,39
009252023,47
009252046,55
009231016,25
009133052,6
009133053,3
009108051,40
005403026,42
009210078,31
009217031,41
003207017,43
009232012,82
009254013,37
009233079,29
009253004,43
009253013,39
009107023,36
005615008,71
005403016,46
009130009,32
009244007,32
009230030,60
009136021,1
009112003,25
009132009,20
009218028,46
009222006,31
009222041,28
009203075,59
009222018,32
009267042,63
009105039,28
009254025,40
009105009,27
009105040,27
009105034,31
009107035,37
009255057,34
009250006,13
009255068,40
009117012,39
009242046,37
009108057,42
009242013,26
009242005,28
009214046,26
009259018,56
009211059,32
009108067,42
009107056,41
009214045,30
009214052,30
009127004,51
009234056,28
009254087,57
009267048,61
009106057,36
009129039,26
009129040,29
002599023,23
004580025,67
009256048,33
009227014,46
009121003,22
009123032,35
001307011,50
009227088,49
009254006,42
009123015,37
009232010,79
009122005,37
009231044,24
009229018,70
009211074,44
009212003,30
009110001,51
009104020,33
009244038,34
009101004,44
009120006,21
009218014,40
009206060,64
009126027,30
009234042,26
009114011,47
009230035,48
009206043,56
009129026,28
009107015,37
009226006,15
009257041,32
009266046,50
009266050,49
009228060,31
009249064,20
009214029,17
009120003,21
009129034,28
009254078,33
009267093,49
009127006,47
009257046,19
009206064,53
009220008,56
009208058,53
009120027,19
009230068,51
009216015,73
009130030,27
009236064,22
009206058,65
009120022,18
005403030,46
009250090,20
009122029,41
009245014,36
006217031,20
006104021,55
006217030,25
009127015,63
009253053,60
009111061,32
009250017,18
009204079,39
009209014,54
009243012,28
009128010,46
009266013,49
005402057,30
009225001,87
009244034,26
009112014,30
009225042,85
005403070,56
009129015,31
009254029,35
009232011,80
009230086,36
009244085,27
009266070,60
009256013,25
009257068,19
009257045,20
009127008,52
005403057,47
009108044,46
009256098,36
009136071,12
009230026,44
009213024,47
009265003,23
009224074,41
009225044,82
009232033,82
009106099,33
009216038,85
009202051,53
009129094,20
009120070,23
009105016,28
009109013,30
009210065,34
009210058,32
009211076,40
009135011,33
009103022,56
009129063,22
009115003,43
009204035,45
009230019,48
009230066,49
009111021,34
009136001,22
009208034,50
207111003,6
009109036,47
009229020,76
005402017,28
009230054,48
009220065,59
009219010,47
009130064,32
009232021,89
009267043,64
009222034,27
009106013,35
009222038,28
009204025,51
009106048,30
009136040,12
009254042,38
009256036,30
009257030,55
009257076,25
009118050,27
005403043,49
009222011,26
009207096,38
009102020,50
009217032,39
009222010,28
009118009,22
009226009,40
