MANCODIGO,SITP_Count
004635005,43
004546064,61
004519091,69
004550026,57
004553094,44
004553071,42
004550059,74
004594018,53
004561045,29
004597082,48
004623041,27
004538063,52
004593014,64
004633028,52
004522053,59
004637089,50
004616077,47
004616080,48
004552003,59
004604006,74
004597001,73
004524003,64
004561021,27
004519056,75
004546048,43
004628017,59
004628019,59
004628024,61
004628028,61
004567048,34
002508009,35
002508010,35
002508011,36
002508012,35
002508013,35
002508014,34
002508015,37
002508016,36
004632037,62
004632045,46
004593023,52
004538039,43
004622035,55
004594001,64
004642031,82
004598002,70
004598001,50
205308098,7
004597080,55
004597002,72
004634048,24
004579014,71
004637026,51
004567090,40
004513002,20
205322005,28
004567088,46
004579095,74
004522016,67
004591002,63
004519008,77
004524076,79
004546052,46
004546053,42
004567043,36
004522012,64
004587017,58
004586021,90
004519023,73
004573079,47
004546049,44
004533009,86
004595014,72
004569008,79
004528023,71
004520010,70
205322026,9
205322035,7
004586037,87
004552027,40
004520057,61
004524049,90
004519071,77
004637002,55
004632002,54
004597047,46
004632033,52
004553015,44
004553069,40
004553016,39
004604055,74
004604065,82
004586062,93
004599009,39
004638008,57
002590013,34
004569017,80
004595028,57
004519024,69
004561011,21
004520025,73
002515055,58
004520013,67
004599015,45
004567050,38
004598043,63
005683084,40
009255088,39
002521077,69
002202043,44
008501028,45
004586059,92
004569036,69
004569042,63
004580060,72
004552039,58
004573091,53
004546051,45
004567060,35
004594056,55
004616018,51
004589052,58
004623030,13
004588095,81
004570033,71
004573066,53
004546063,51
004527014,54
004604052,72
004588037,73
004588012,76
004588024,76
004568015,68
004586029,85
004586026,92
004586027,87
004521060,69
004523025,89
004523075,72
004524014,72
004568017,67
004568020,73
004568021,66
004568025,70
004539064,48
004523020,88
004637049,57
004637057,52
004637056,54
004637058,50
004569039,63
004538030,48
004522090,72
002524013,52
002622024,28
002589021,36
002524075,53
002625065,21
002525005,38
002620020,27
002611009,64
002525085,49
002508017,36
002508018,36
002508019,38
004637038,65
004641075,47
004524077,80
004546054,39
004580032,58
004539006,85
004595086,72
004602016,27
004625038,34
004522076,66
004637086,54
004633041,50
205322004,16
205322003,7
004519015,69
004550073,48
004588028,75
004599014,48
004570046,89
004552061,61
004552059,65
004552029,63
004523030,73
004593091,59
004529032,58
004553078,49
004594094,39
004528047,78
004570022,78
004570004,71
004533059,89
004628015,65
004637083,50
004604098,74
004633023,50
004633062,39
004519092,69
004570032,71
004521020,55
004638011,57
004622034,59
004590010,1
004570035,71
004622038,57
004561019,27
004628083,57
004589077,54
002508020,39
002508021,38
002508022,37
002508023,38
002508024,41
002508025,40
004575011,67
004575016,36
004575012,47
004573069,54
004604029,62
004533052,98
004575014,57
004529031,61
004575015,50
004539027,77
004550092,67
004520065,65
004520066,64
004522055,87
004625013,34
004579005,76
004579039,78
004579001,75
004539065,79
004567018,51
004637078,59
004550041,66
004593076,66
004533048,94
004552054,43
004519078,72
004630026,35
004546070,44
004570008,71
004604014,73
004641036,56
004539044,59
004524035,85
004587021,57
004546035,42
004529075,52
004546027,41
004546022,46
004568007,69
004570012,73
004546046,46
004519014,71
004628085,64
004538038,41
004524028,66
205319007,43
004583015,62
004583061,63
004522050,61
004524050,91
205320020,25
004602020,27
004631042,52
004523076,71
004586019,93
004552014,65
004521096,58
004521021,67
004546034,43
004569026,71
004573056,44
004595048,66
004587015,58
004529056,54
004569043,62
004622066,51
004633068,33
004622043,65
004561036,36
004604002,65
004539080,85
004524072,96
004524082,86
004524083,91
004524060,87
004586051,89
004569014,80
004550081,45
004552064,39
004633040,48
004550098,55
004521085,68
004538078,54
004538083,36
004538087,43
004561025,33
004622001,62
004526057,59
004546007,47
004569028,69
004569027,68
004523041,82
004523078,77
004538057,49
004538058,51
004538060,53
004593089,54
004538009,37
004631031,51
004594045,58
004594052,54
004568003,64
004550001,78
004594069,51
004526084,58
004623015,26
004641065,37
004641043,52
004633099,50
004633096,43
004633019,44
004589028,56
004520012,69
004638013,56
004593028,54
004579034,71
004579035,71
004567080,32
004523073,78
004586011,85
004568002,65
004586028,90
004521027,63
004628088,63
004628094,59
004522081,67
004599006,29
004519070,70
004622062,54
004622027,57
004528006,84
004573086,55
205319019,16
004604060,74
004598041,59
004598038,67
004552091,49
004641032,57
004569060,66
004641073,56
004641060,61
004625056,38
004625005,37
004546057,41
004625012,35
004625058,33
004625090,37
004561027,34
004642004,46
004529016,47
004529017,48
004524033,79
004524034,80
004524037,84
004524043,85
004524045,91
004519019,69
004538050,45
004538047,45
004591001,70
004604074,61
004533030,79
004546013,46
004595044,59
004630008,52
004630014,53
004641057,62
004625004,47
004519065,66
004570048,88
004631070,46
004631062,50
004538003,45
004594067,47
004568047,78
004632008,49
004633033,51
004569041,65
004520085,63
004513051,6
004597069,31
004533051,98
004520087,63
004589054,56
004595037,74
004513025,6
004592018,61
004633022,50
004553054,49
004538090,52
004538080,58
004598036,75
004628096,60
004628097,64
004604051,72
004561048,20
004633002,28
004628084,58
004628022,61
004628030,64
004628016,64
004628086,58
205320036,39
004625042,37
004538010,38
004522051,59
004550024,53
004528013,67
004524046,96
004513047,6
004622032,59
004522037,75
004524011,85
004520074,63
004570029,69
004583001,65
004583011,67
004583012,67
004583013,68
004570030,70
004520083,60
004634001,21
004625096,38
004538008,42
004526024,63
004573013,33
004521005,47
004546031,42
004633032,51
004552007,76
004637090,48
004546074,37
004597040,50
205308088,19
004520068,64
004579096,71
004642029,56
004642026,54
004642045,63
004642010,53
004642062,54
004579059,72
004524010,70
004539030,77
008519042,44
004616017,48
004616007,42
004616016,48
002521023,68
006101005,67
004546045,44
004546047,45
004529043,54
004625049,39
004594066,43
004568016,67
004568022,65
004597060,29
004625070,29
004539060,61
004597062,23
004538069,55
004632001,51
205319005,45
004546033,42
004642006,43
004597048,40
004561007,12
004561014,26
004579082,78
004524081,70
004586031,86
004586035,86
004586036,87
004592022,63
004519011,74
004521098,48
004524007,64
004570018,64
004569013,79
004552047,41
004538013,39
004527018,47
004527016,50
004520033,65
004527037,68
004592001,66
004592002,68
004561056,20
004561047,20
004520047,75
004520058,59
004586018,85
004593024,53
004528017,77
004625055,38
004546028,46
004586017,83
004573071,53
004583016,81
004616043,25
004539007,89
004539008,85
004569046,65
004569050,61
004641026,38
004616015,48
004573082,50
004523087,73
004595046,62
004599021,53
004599023,49
004550040,68
004599011,33
004599012,33
004586038,95
004604053,69
004573017,50
004527008,53
004642032,76
004538042,45
004539058,58
004520053,68
004588039,80
004588015,74
004524005,81
004520088,63
004579004,72
004628081,61
004589020,68
004529013,50
004538014,43
004574008,65
004533003,84
004552017,40
004552040,53
004552043,40
004552050,44
004552062,39
004622036,58
004622063,52
004625018,37
004552096,41
004579032,72
004579030,70
004579033,71
004546077,37
004628095,57
004553073,43
004604043,62
004588040,78
004588041,76
004595018,67
004634060,28
004589046,64
004520021,78
004638014,58
004567061,36
004570009,69
004633005,32
004622050,61
004519060,70
004622049,67
004550050,75
004637012,61
004546068,52
006101007,60
004599018,46
004599020,51
004593034,52
004594038,51
004553025,55
004538021,47
004587020,61
004586094,83
004522011,63
004528031,84
004586054,94
004586056,89
004586058,91
004586060,90
004522095,75
004519087,67
004631002,43
205316042,25
004633024,52
004633055,50
004642020,50
004529058,63
004538061,55
004593078,60
004637094,57
004519035,69
004625054,39
004605006,74
004605009,75
004538026,46
004538027,49
004605012,73
004634062,32
004513014,5
004580040,61
004599001,27
004599004,31
004522094,73
002505023,35
002541005,37
002501002,52
002501003,46
002501004,49
002501005,50
002501006,50
002501007,51
002501008,50
002501009,47
002509034,44
002509035,41
002529019,41
002529003,36
002529014,37
002529080,28
001347037,28
002519078,46
002519068,46
002519057,47
002529077,30
002507027,41
002507028,40
002507029,39
002507030,39
002507031,40
002507032,39
002507033,39
002507034,38
002507035,36
002507036,39
002406029,62
002406030,63
002406031,39
002406032,53
002406033,59
002409035,41
002409036,45
002409037,41
002409038,42
002409039,46
002409040,46
002409041,44
002409042,48
002409044,46
002409045,44
002409046,44
002409047,47
002526022,51
002608012,37
001102057,55
001102036,57
001102053,62
008522003,70
002508026,39
002508027,36
002508028,39
002508030,40
002508031,40
002508033,44
002508034,42
002508035,37
002508036,41
004520071,66
002509036,41
002509037,43
002509038,44
002509039,46
002509040,45
002509041,44
002509042,45
002509043,47
002509045,43
205322021,3
004623012,30
004637028,59
004570025,70
004570053,78
002507037,39
002507038,43
002507039,43
002507040,38
002507041,39
004521092,55
004641042,46
205319012,32
004539015,75
004533064,87
004519037,70
004524002,79
004632046,52
004632043,48
004594036,44
004561010,18
004624003,11
004643010,20
004553043,62
004628092,62
004599024,48
002526053,51
002599008,17
002607012,27
002607049,55
002590048,28
008523010,53
004609052,55
008104014,44
202513003,15
202513004,24
202513006,12
002402033,49
002402035,58
002402036,55
002402037,53
002402038,53
002402039,53
002402040,52
002402041,54
002402042,51
002402043,44
004539066,69
004595027,57
004642033,78
004635021,40
004550020,52
004528021,76
004524091,89
004524089,88
004524096,88
004520003,64
004520054,62
205319001,57
205322002,3
205322028,5
205322010,28
004594076,49
004569024,68
002538075,34
002528029,30
002506058,60
002526080,50
002524024,57
002620005,32
002605019,31
002616019,44
002503038,37
001345014,27
002627074,66
002524054,55
002625064,16
004533022,93
004550057,83
004538022,43
004642021,48
004595098,64
004641010,59
004573014,32
004595005,63
002529005,39
002529076,29
002529001,30
002519075,41
002529018,41
002576082,62
002571039,41
002571053,40
002571054,41
002529017,39
002519071,46
002571083,40
002402044,66
002402045,57
002406034,60
002406035,57
002406036,62
002406037,45
002406039,59
002406040,59
002406041,55
002406042,55
002406043,45
002406044,50
002406045,56
002406046,57
002409048,48
002409049,48
004630011,56
004587023,63
004597053,39
004533021,89
004604035,69
004519093,68
004622026,58
002613050,46
002503035,35
002605024,37
002616045,33
001348039,24
001347042,25
002536068,30
002590027,24
002524044,48
002590039,28
002612002,42
002525014,20
002538001,43
002501010,46
002501011,42
002501012,49
002501013,54
002501014,37
002501016,46
002501018,46
002501019,44
002501020,46
002509046,43
002509048,61
002509050,43
002509051,43
002509052,44
002571085,35
002571086,39
002507042,42
002507043,42
002507044,40
002507045,41
002507046,41
002507047,42
002507048,40
002507049,40
002507050,47
002508001,44
002508002,35
002508003,29
002508004,30
004594023,55
004594026,56
004586044,92
002409050,47
002409051,50
002409052,45
002409053,50
002409054,50
002409055,55
002609028,50
002625027,9
002625072,9
002612008,42
002563037,26
002508038,42
002508039,41
002508040,41
002508041,51
002508043,42
002508044,42
002508045,42
002508046,41
002508047,44
004528027,83
004528036,71
004528007,85
004625031,36
004528026,82
004528044,80
002509053,45
002509054,47
002509060,37
002509061,43
002509062,38
002512001,109
004634046,20
004553009,42
004623033,14
004527036,54
004641049,50
004533017,91
004538065,53
004520006,78
004524063,86
004524064,87
004524066,88
004524068,98
004528008,79
205318036,9
004539050,78
004625033,39
004521030,54
004587009,64
004519030,79
004632034,51
004587011,65
004632035,53
004632036,49
004553001,50
004587060,62
004587001,63
004641016,39
004628099,68
004522084,69
205308087,20
004522001,71
004553031,57
004633046,39
004527028,70
001348021,28
001347003,29
002625035,14
202513002,9
202513005,12
002402046,53
002402047,53
002402048,52
002402049,52
002402050,51
002402051,52
002402052,49
002402053,43
002402054,61
002402055,58
002402056,56
002402057,54
004642034,94
004587054,70
004522015,64
004587028,57
004587026,57
004625006,39
002538059,34
002503072,49
002524020,45
002589012,30
002589045,36
002589048,36
002589053,35
002589099,62
002528062,40
002524060,58
002594053,32
002571046,34
205318035,9
001347048,24
001347051,26
002536027,16
001336002,3
002576055,54
002597011,47
001347056,28
001347097,26
001347054,26
002576099,53
002519082,48
002548045,63
002501021,48
002501022,48
002501024,49
002501025,48
002404045,55
002404047,55
002408054,54
002408055,60
002408056,60
002408057,62
002408058,62
002408059,60
002408060,59
002408061,62
002408062,64
002408063,60
002402058,49
002406047,57
002406048,45
002406049,44
002406050,52
002406051,54
002406052,44
002406053,45
002406054,51
002406055,42
002406056,43
002406057,45
002406058,44
002409056,44
002528098,46
002411053,46
002411054,48
002411055,47
002411056,45
002411057,46
002411058,48
002411059,64
002411060,57
002411061,52
002411065,75
002411067,51
002508048,41
002508049,52
002508050,50
002508051,51
002501026,59
002501027,59
002501028,57
002501029,59
004524099,93
004524086,91
004628020,60
004524088,87
004524095,84
004524097,90
004533078,107
004524098,91
004631074,46
004631063,51
004633012,38
004633080,33
004539014,75
002626037,47
002607077,29
002607001,28
002607047,56
002577096,56
002577012,54
202513010,26
202513012,24
002401018,62
002401019,67
002401020,65
002401021,73
002401022,60
002409058,46
002409059,42
002409060,42
002409061,43
002409062,43
002409063,46
002409064,44
002409065,49
002409066,48
002409067,47
002409068,49
001347022,26
002527030,38
001348013,26
001347001,29
001347021,26
001347020,26
001348015,26
002528060,30
002508053,46
002508054,45
002508055,44
002508056,41
002508057,45
002508058,44
002508059,47
004519039,65
004550009,58
004519017,69
004604032,66
004527011,45
004604095,73
004604050,69
004594048,57
004569051,61
004528019,83
004533033,72
004628026,56
004641047,52
004638038,71
004524058,85
004524062,85
004632031,51
004632032,50
004593029,55
004519018,68
004633029,50
004628018,59
004538001,47
004574006,65
004604070,61
004604079,60
004604085,63
002519048,45
002615020,46
001347004,30
002613084,51
002401023,62
002401024,58
002401025,61
002401026,51
002401027,51
002401028,49
002401029,42
002401030,47
002404048,56
002404049,55
002404050,56
002404051,55
002404052,57
002404053,61
002404054,62
002404055,51
002404056,53
002404057,53
002632001,15
002594005,22
001336095,3
002594075,23
002402059,51
002402060,45
002402061,49
002402062,44
002402063,41
002402064,57
002402065,52
002402066,51
002402068,45
002402069,47
002402070,43
002402071,41
002406059,49
002406060,47
002406061,50
002406062,38
004522032,87
002537039,68
002526015,49
002503007,35
002506054,62
002503057,49
002617040,19
001348020,28
002524035,55
002619038,24
002503082,48
002616062,33
002503009,34
002524039,53
002411068,48
002411069,48
002411070,47
002411071,51
002411079,57
002411081,47
002615068,53
002613057,38
002537042,73
001347072,26
002519035,39
001337021,20
001337099,21
002501030,56
002501031,54
002501032,56
002501033,53
002501034,56
002501035,54
002501036,53
002501037,54
002404058,55
002404059,58
002404060,62
002408064,65
002408065,61
002408066,60
002408067,62
002408068,65
002408069,52
002408070,57
002408071,41
002409001,41
002409002,45
002409003,46
002409004,49
002409005,45
002409006,44
002606023,42
002631020,14
002601015,23
002406063,41
002406064,44
002407001,53
002407002,49
002407003,46
002407004,52
002407006,57
002407007,59
002409070,47
002409071,50
002409072,50
002409073,49
002409074,44
002409075,48
002409076,47
002409078,47
002409083,46
002409084,46
002411083,48
002411096,51
002411097,60
002411099,55
002413001,54
002508060,39
002508061,37
002508064,39
002509001,44
002509002,45
002509003,42
002509004,45
002509005,44
002509006,41
002509007,34
002501040,38
002501046,41
002501062,37
004595053,61
004595056,62
004595057,60
004539004,88
004527046,69
004595047,64
004595058,59
004595070,64
004595073,64
004595085,71
004628082,54
004539045,64
004529081,76
004539023,74
004637011,56
004631040,52
002548039,53
002548037,54
202601042,17
002607096,51
002607089,31
002605023,32
002605021,32
002401032,69
002401033,64
002401034,66
002401035,59
002401038,60
002402001,58
002402002,60
002402003,56
002402005,56
002409085,45
002409086,41
002409087,43
001348011,26
001348012,26
002619039,24
002594018,27
002594020,25
002594004,22
002594007,22
002594019,25
002619037,24
002594006,22
002527056,32
002527058,32
002527073,38
002402072,54
002402073,50
002402075,41
002509008,38
002509009,42
004597044,40
004594015,55
004594098,37
004637053,51
004623073,32
004533071,87
004638024,56
004638030,32
201309016,6
002605008,28
002605010,28
002597027,36
004633087,34
004641034,56
004522043,66
004599010,37
004579089,76
004579090,75
004633038,47
004633039,50
004628087,56
004519026,70
004628093,56
002619045,25
002613064,37
002528097,46
002537071,73
002526056,50
002503034,34
002543029,63
002525028,30
001344027,6
002620016,27
002402006,57
002402007,61
002402008,59
002404061,60
002404062,57
002404064,55
002405001,117
002406001,49
002406002,57
002406003,62
002406004,62
002406005,67
002406006,66
002409007,47
002409008,45
002409009,46
002402076,43
002402077,44
002402078,46
002402079,46
002402080,39
002402081,40
002402082,55
002402084,54
002402085,55
002407008,53
002407009,54
002407010,54
002407011,55
002407012,55
002407013,57
002407014,57
002407015,55
002605014,33
002619032,26
002618067,23
002519099,52
002528025,31
001344038,6
002613049,45
002528055,41
002413003,68
002413005,34
002413006,34
002413007,34
002413008,33
002413009,32
002413010,34
002413011,33
002413012,33
002413013,33
002413014,34
002524025,56
002607027,30
002501063,39
002507002,40
002507003,40
002507004,37
002507005,34
002507006,35
002507007,33
002507008,33
002507009,33
002507010,32
002507011,33
002507012,34
004641051,61
004628091,64
002409010,44
002409011,45
002409012,43
002409013,45
002409014,44
002409015,45
002409016,43
002409017,43
002409018,43
002409019,43
002605034,39
002605013,33
001348029,24
001347041,25
002607085,29
002618058,23
002607003,42
002607046,45
002407016,59
002407017,58
002407018,59
002409088,44
002409090,49
002409091,44
002409092,67
002409093,56
002409094,39
002409095,40
002409096,37
002409097,47
002409098,38
002410001,120
002410002,84
002411001,54
002625022,38
002413017,94
002413018,39
002509010,46
002509011,45
002509012,40
002509013,40
002509014,48
002509015,48
002509016,43
002509017,45
002509018,47
002509019,42
002509020,45
002509021,45
004637006,53
004522002,66
004569020,74
004519029,71
004642059,49
004642060,46
004519044,64
004594024,56
004569012,76
004524092,86
004524093,86
004623070,30
004570007,67
004622059,54
004631054,49
004633090,38
004552098,42
002607069,50
002563081,27
002402009,58
002402011,56
002402012,57
002402013,57
002402014,58
002402015,58
002402016,62
002402017,59
002402018,56
002402019,57
002402020,55
002406007,48
002597010,44
002597031,38
002597007,49
002597085,50
002594009,30
001344053,4
002597041,37
002597014,52
004304066,66
005665084,53
004304051,75
002402088,42
002402089,42
002402091,42
002402092,41
002403001,56
002403002,60
002403003,61
002403004,62
004638025,32
004539009,85
004594029,56
004638037,30
004583053,65
004638031,31
004533016,94
004643088,8
004594059,46
004519090,69
004594049,59
002619084,32
004597022,35
004579063,68
004579073,82
004642098,57
004643006,17
002613067,47
002529002,31
002622025,28
002525095,43
002616025,47
002630040,19
002548071,53
002529085,30
002519058,43
002529083,30
002529008,38
002529015,36
001344017,4
002507014,40
002406008,57
002406009,57
002406010,64
002406011,66
002406012,63
002406013,49
002406014,57
002406015,58
002406017,65
002406018,62
002406019,47
002409020,44
002409021,39
002409022,44
002409023,61
002409024,47
002409025,71
002409027,49
002403005,57
002403006,53
002403007,58
002403008,55
002403009,55
002403010,56
002407019,57
002407020,56
002407021,57
002407022,57
002407023,62
002407024,61
002407025,63
002407026,61
002407027,56
002407028,55
002407029,56
002590001,32
002528046,50
002605016,33
002605003,29
002605004,28
002616018,44
002506009,57
002613021,54
002616070,31
002413020,61
002413021,60
002413024,83
002413025,58
002413026,69
002413027,60
002413090,60
002413091,63
002413096,37
002413097,35
002507015,39
002507016,37
002507017,37
002507019,33
002507020,36
002507021,37
002507022,36
002507023,36
002507025,43
002507026,44
004567085,33
004529027,60
004573081,50
004524094,86
004533019,89
004533095,89
004550033,60
004519025,70
002409028,46
002409029,49
002409030,48
002409031,44
002409032,42
002409033,46
002409034,40
002634032,23
002607032,44
002613054,43
009222028,23
004304019,65
202204001,27
002617046,14
002614014,52
002614008,49
002621038,38
002563016,34
002627065,61
004304014,56
002407030,60
002411002,53
002411003,62
002411004,49
002411005,48
002411006,46
002411007,48
002411008,52
002411009,50
002411010,47
002411011,47
002411012,46
002411013,46
002411014,46
004524084,90
004561054,17
002413098,39
002501001,45
002509022,43
002509023,42
002509024,45
002509025,44
002509026,46
002509027,43
002509028,43
002509029,46
002509030,45
002509031,46
002509032,44
002509033,43
004595042,65
004593012,64
205320031,31
004546066,48
004641055,58
004546042,47
004522014,67
004552026,47
004579092,69
004552002,63
004622071,47
004632023,50
004643081,23
004538076,57
004519009,76
004623013,26
205319026,55
004539057,57
002529084,28
002529006,34
004304013,57
002402022,56
002402023,57
002402024,51
002402025,61
002402027,56
002402028,56
002402029,55
002402030,56
002402031,52
002402032,57
002406020,54
002406021,58
002406022,60
002406024,63
002406025,44
002406026,55
002406027,57
002406028,60
004561051,18
004593065,68
004595013,67
004579045,75
004579048,76
004642040,55
004642043,59
004643096,21
004623032,13
004524085,88
009253062,70
002536023,25
001347060,26
002605018,37
005502062,46
001336017,4
002503084,48
004575006,57
004575008,61
004522096,62
004638032,28
004539012,79
004637051,59
004593005,62
004539020,80
004539039,74
004604003,68
002605012,27
001344036,6
002526013,50
002577009,50
002528078,49
002548025,62
002529096,35
002519027,37
001344095,4
002615010,50
002589001,37
004623067,27
004595006,64
004597028,33
004550085,41
004568009,74
004579010,72
004567082,35
004633031,52
004598042,60
004630022,52
004630025,34
004623031,13
004623063,32
004623076,32
004633025,52
004544003,69
004609060,49
004609070,40
004531033,48
004509057,70
004601064,56
004601021,56
004501039,46
004609076,49
004514070,56
004612079,45
004621018,48
004612006,43
004504066,74
004566018,67
004566002,64
004627049,51
004556070,61
004583064,68
004553068,49
004533058,94
004586043,97
004522023,57
004550044,43
004577002,1
004633094,39
004616027,46
004579054,76
004579047,79
004590002,5
004633053,48
004550084,47
004513032,6
004587012,66
004641005,60
004605004,88
004589016,56
004589017,56
004567031,52
004526050,60
004526052,56
004526027,64
004526026,66
004625036,39
004513007,12
004587030,59
004546021,46
004587008,61
004635007,42
004616039,44
004633051,45
004633057,43
004633063,36
004633065,30
004635019,44
004595069,65
004569052,79
004570005,66
004570006,67
004594037,48
004595016,70
004586068,91
004593087,55
004588031,74
004521083,47
004550045,53
004553008,44
004519016,69
006514025,39
004514019,55
004607065,52
004532032,54
004556032,67
004510051,77
004557063,67
004514031,59
004504076,75
004531001,51
004531002,50
004561043,38
004637087,53
004521035,41
004604067,61
004604081,59
004527017,41
004595035,70
004528042,77
004641058,59
004552023,43
004643008,15
004623074,31
004623069,32
004533029,74
004539025,77
004538032,52
004546055,37
004597036,66
004616083,46
004616037,41
004616069,54
004616078,48
004526054,56
004526034,62
004550027,59
004520039,64
004550060,70
004527052,64
004538023,45
004593098,59
004568006,70
004622005,58
004602025,17
004513046,6
004546062,50
205322018,18
205325003,18
205325004,12
004526053,65
004526059,56
004519094,71
004523098,70
004522057,89
004550036,56
004522086,66
004569038,63
004616084,48
004616081,48
004641063,58
004513024,6
004513027,8
004513028,8
004533034,80
004595082,73
004519027,68
004604086,63
004625037,37
004545088,96
004503039,72
004601073,68
004581035,78
004601072,64
004594009,60
004601036,58
004584096,48
006517001,52
004542072,71
004560003,47
006509015,60
205319022,43
005206027,55
002402067,47
004524055,91
004637044,56
004546002,41
004637045,57
004637048,64
004587084,70
008417068,45
008403009,29
002510030,52
004524040,84
004586013,87
004595096,70
004623036,19
004521003,42
004595088,70
004579067,74
004623007,27
004527005,55
004630027,40
004567045,35
004604011,69
004538028,46
004573072,56
004589042,60
205325007,12
205325008,17
004634045,19
004524001,77
004552024,42
004622021,55
004633007,29
004550063,71
004553005,48
004589007,58
004642066,54
004561040,38
004519059,64
201302008,46
205325006,2
004623001,19
004631052,50
004625057,39
001304065,65
004557065,69
006502056,26
004556007,63
004557091,101
004534003,85
004525061,86
004534030,89
004534034,86
004505061,71
004517056,67
004556021,64
004556056,62
004576028,80
004581038,76
004631093,47
004570019,66
004550074,50
004631092,44
004633071,39
004573057,42
004523052,73
004604034,65
004599002,27
004599007,29
004624001,11
004631060,50
004595041,65
004520026,64
004552016,43
004593026,54
004632020,49
004632029,55
004528010,83
004637060,54
004589015,56
004586033,85
004573002,34
004604036,70
004529057,54
004529055,55
004538054,46
004528011,70
004589002,60
004589098,59
004573060,47
004589048,59
004602023,19
004592023,64
004622072,48
004574003,71
004602008,37
004633069,32
004633070,34
004539046,74
004587039,62
004580007,61
004519096,76
004597068,28
004538004,43
004538005,44
004641045,54
004592020,60
004586048,94
004570031,70
004586045,94
004579079,72
004635012,40
004597016,44
004524054,90
004588036,74
004557001,72
004557004,72
004557005,71
004576030,79
004557019,80
004514063,56
004564008,61
004509052,73
004509058,66
004517059,67
006531095,61
004562018,40
004517008,79
004540056,82
004627032,53
004622004,63
004567024,53
004568008,72
004568023,68
004625065,35
004527007,46
004623029,15
004538074,66
004533014,94
004595009,65
004638021,49
004625052,39
004635013,43
004632044,46
004575042,58
004520007,73
004589051,54
004623009,29
004561060,30
205325002,19
205325001,23
004550096,69
004513048,8
004513033,6
004513050,8
004567057,34
004589043,62
004633008,30
004633010,29
004546037,44
004524032,67
004552013,76
004623064,33
004527053,68
004634042,18
004522091,64
004552006,67
004591016,49
004631076,36
004550077,54
002595007,5
002566022,59
002566014,56
001119032,12
001119033,12
001119002,19
001119039,11
001119029,14
004540062,87
004556049,58
004556065,67
006531097,67
004609031,32
006506044,49
004627006,32
004545057,90
006509013,65
006509021,67
006514033,39
004514011,39
004505039,79
004609034,36
004618055,61
004637080,69
004637030,56
004594057,74
004637071,58
004637025,58
004637047,52
004519057,79
004520079,63
004587029,64
004623035,17
004569053,65
004633079,35
004528078,81
004570016,70
004570036,69
004593017,66
004552041,51
004575003,66
004519076,81
004550056,81
004519043,62
004553045,58
004538053,43
004561049,18
001119005,19
001119023,12
005613013,36
004633076,36
004633078,33
004633081,33
004622052,55
004637029,55
004593099,58
004595038,72
004597066,35
004628025,60
004595036,72
004579064,70
004553029,52
004625026,36
004521008,41
004521051,40
004521007,43
004521012,38
004521009,37
004595084,70
004570002,67
004595043,64
004595045,59
004595067,66
004625007,37
004594043,56
004573085,58
004570001,67
004570003,69
004519002,75
004570017,77
004573063,51
004568012,61
004577005,1
004595080,70
004594022,50
004604013,74
004579021,72
004579066,72
004573077,54
004641029,55
004635002,48
004568026,70
004616009,37
004550080,45
004513052,8
004513053,8
004630034,42
004595039,72
004594034,60
004631006,29
004622006,65
004594099,41
004569033,70
004593036,51
004580019,69
004631078,34
004569005,77
004586030,84
004522080,65
004631015,27
004631004,47
004641072,54
004634040,15
004569074,65
004569061,62
004573083,53
004633043,50
004550097,49
004529044,57
004595093,74
004574002,75
004579097,73
004625086,32
004569059,59
004622010,54
004586023,83
004586010,84
004604068,58
004538043,45
004513008,13
004638033,29
004638023,44
004587086,68
004538064,52
004579040,77
004533039,89
004597029,33
004641053,59
004642058,60
004631065,51
004631077,79
004635003,44
004567026,52
004580033,60
004595040,67
004633048,44
004592021,59
004616002,39
004561037,37
004561012,27
004580014,68
004625061,34
004593033,52
004635014,43
004635016,49
004552015,46
004623003,23
004623062,32
004623065,35
004524008,86
004597049,43
004528050,81
004622015,62
004622012,63
004633011,34
004631051,48
004631055,49
004623039,27
004522003,70
004625046,39
004553035,59
004522045,65
004593090,52
004533056,93
004580089,67
004533080,81
004527033,59
004638036,32
004630039,26
005602005,68
004513029,10
004513034,9
004513030,9
004520078,63
004573070,49
002546073,78
007301019,53
009256017,27
005603020,68
002524040,53
005667042,50
008524013,49
004520061,62
004521032,52
004633067,30
004550075,52
004520090,61
004592004,67
205322017,11
205322019,18
004641059,59
004577003,1
004577004,1
004553074,43
004524078,74
004521063,48
004623005,20
004519075,75
004568010,62
004586073,87
004553036,62
004527045,58
004635010,38
004550082,46
004524006,68
004519061,71
004637059,52
004539061,48
004595078,58
004637004,54
004628014,65
004604092,62
004586034,85
004519041,63
004593004,66
004520044,63
004524009,84
004604057,81
004567027,52
001315081,47
004310031,65
001315062,46
002431035,45
004587022,58
004550023,51
004638010,60
004539019,85
004570039,67
004573008,28
004573061,46
004508016,67
006101011,60
006101022,73
006313059,61
004594077,49
004604061,80
004570024,85
004528073,83
004602015,32
205320015,32
004570044,91
004637081,53
004579062,66
004533011,90
004634063,33
004573067,63
004579071,75
001102045,57
001110011,54
001110017,55
004633044,47
004533053,96
004631012,28
004568018,70
004595074,61
004529052,58
004553038,61
004595068,63
004561038,36
004633027,51
004586050,90
004623034,17
004643097,17
004520045,63
004520046,64
004638039,68
